OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
58784,GO-202420650,1/3/2024 5:00:00 AM,1/3/2024 5:00:00 AM,2024,January,3,3,Wednesday ,18,2024,January,3,3,Wednesday ,14,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,42,Banbury-Don Mills (42),42,Banbury-Don Mills (42),-79.34502852,43.73682871,-8832648.171,5424805.735
58785,GO-202416969,1/3/2024 5:00:00 AM,1/2/2024 5:00:00 AM,2024,January,3,3,Wednesday ,9,2024,January,2,2,Tuesday   ,23,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.21140444,43.7637242,-8817773.208,5428950.468
58786,GO-202416802,1/3/2024 5:00:00 AM,1/2/2024 5:00:00 AM,2024,January,3,3,Wednesday ,9,2024,January,2,2,Tuesday   ,23,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,152,East Willowdale (152),51,Willowdale East (51),-79.40145128,43.7817316,-8838929.124,5431726.543
58787,GO-202415797,1/3/2024 5:00:00 AM,1/2/2024 5:00:00 AM,2024,January,3,3,Wednesday ,6,2024,January,2,2,Tuesday   ,18,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,64,Woodbine Corridor (64),64,Woodbine Corridor (64),-79.31118114,43.67871602,-8828880.299,5415856.621
58788,GO-202417579,1/3/2024 5:00:00 AM,1/1/2024 5:00:00 AM,2024,January,3,3,Wednesday ,11,2024,January,1,1,Monday    ,17,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,64,Woodbine Corridor (64),64,Woodbine Corridor (64),-79.31174094,43.67528121,-8828942.615,5415327.947
58789,GO-202419180,1/3/2024 5:00:00 AM,12/6/2023 5:00:00 AM,2024,January,3,3,Wednesday ,14,2023,December,6,340,Wednesday ,10,D55,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,43,Victoria Village (43),43,Victoria Village (43),-79.30372956,43.72213046,-8828050.793,5422541.445
58790,GO-202420708,1/3/2024 5:00:00 AM,1/3/2024 5:00:00 AM,2024,January,3,3,Wednesday ,18,2024,January,3,3,Wednesday ,11,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,70,South Riverdale (70),70,South Riverdale (70),-79.3375619,43.66878115,-8831816.991,5414327.561
58791,GO-202422028,1/4/2024 5:00:00 AM,1/3/2024 5:00:00 AM,2024,January,4,4,Thursday  ,6,2024,January,3,3,Wednesday ,20,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.27114129,43.7141904,-8824423.083,5421318.497
58792,GO-202429976,1/4/2024 5:00:00 AM,1/3/2024 5:00:00 AM,2024,January,4,4,Thursday  ,23,2024,January,3,3,Wednesday ,19,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.28546249,43.77727744,-8826017.312,5431039.798
58793,GO-202423621,1/4/2024 5:00:00 AM,1/3/2024 5:00:00 AM,2024,January,4,4,Thursday  ,6,2024,January,3,3,Wednesday ,20,D42,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,130,Milliken (130),130,Milliken (130),-79.28720102,43.82826236,-8826210.844,5438903.738
58794,GO-202423841,1/4/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,4,4,Thursday  ,7,2024,January,4,4,Thursday  ,3,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,16,Stonegate-Queensway (16),16,Stonegate-Queensway (16),-79.49070391,43.6367396,-8848864.682,5409397.817
58795,GO-202423919,1/4/2024 5:00:00 AM,1/3/2024 5:00:00 AM,2024,January,4,4,Thursday  ,7,2024,January,3,3,Wednesday ,23,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.2853565,43.78393194,-8826005.513,5432065.812
58796,GO-202423518,1/4/2024 5:00:00 AM,1/3/2024 5:00:00 AM,2024,January,4,4,Thursday  ,6,2024,January,3,3,Wednesday ,22,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,9,Edenbridge-Humber Valley (9),9,Edenbridge-Humber Valley (9),-79.52065839,43.66337758,-8852199.199,5413496.011
58797,GO-202425403,1/4/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,4,4,Thursday  ,11,2024,January,4,4,Thursday  ,2,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,9,Edenbridge-Humber Valley (9),9,Edenbridge-Humber Valley (9),-79.52311399,43.65761155,-8852472.556,5412608.767
58798,GO-202423724,1/4/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,4,4,Thursday  ,7,2024,January,4,4,Thursday  ,0,D12,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,30,Brookhaven-Amesbury (30),30,Brookhaven-Amesbury (30),-79.48149946,43.70189576,-8847840.047,5419425.166
58799,GO-202424353,1/4/2024 5:00:00 AM,12/10/2023 5:00:00 AM,2024,January,4,4,Thursday  ,9,2023,December,10,344,Sunday    ,14,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,136,West Hill (136),136,West Hill (136),-79.1992238,43.75701299,-8816417.265,5427916.062
58800,GO-202424932,1/4/2024 5:00:00 AM,1/3/2024 5:00:00 AM,2024,January,4,4,Thursday  ,10,2024,January,3,3,Wednesday ,20,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,136,West Hill (136),136,West Hill (136),-79.18989151,43.77138039,-8815378.399,5430130.668
58801,GO-202425905,1/4/2024 5:00:00 AM,12/29/2023 5:00:00 AM,2024,January,4,4,Thursday  ,12,2023,December,29,363,Friday    ,20,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.25424114,43.77663627,-8822541.767,5430940.946
58802,GO-202423521,1/4/2024 5:00:00 AM,1/3/2024 5:00:00 AM,2024,January,4,4,Thursday  ,6,2024,January,3,3,Wednesday ,21,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,56,Leaside-Bennington (56),56,Leaside-Bennington (56),-79.37456428,43.71310224,-8835936.078,5421150.908
58803,GO-202426166,1/4/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,4,4,Thursday  ,13,2024,January,4,4,Thursday  ,12,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,41,Bridle Path-Sunnybrook-York Mills (41),41,Bridle Path-Sunnybrook-York Mills (41),-79.36220639,43.72704702,-8834560.404,5423298.788
58804,GO-202429855,1/4/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,4,4,Thursday  ,22,2024,January,4,4,Thursday  ,22,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,113,Weston (113),113,Weston (113),-79.52181054,43.70697005,-8852327.456,5420206.541
58805,GO-202425917,1/4/2024 5:00:00 AM,1/3/2024 5:00:00 AM,2024,January,4,4,Thursday  ,12,2024,January,3,3,Wednesday ,20,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,46,Pleasant View (46),46,Pleasant View (46),-79.33923345,43.78520343,-8832003.068,5432261.866
58806,GO-202425403,1/4/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,4,4,Thursday  ,11,2024,January,4,4,Thursday  ,2,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,9,Edenbridge-Humber Valley (9),9,Edenbridge-Humber Valley (9),-79.52311399,43.65761155,-8852472.556,5412608.767
58807,GO-202428552,1/4/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,4,4,Thursday  ,18,2024,January,4,4,Thursday  ,16,D23,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,5,Elms-Old Rexdale (5),5,Elms-Old Rexdale (5),-79.55205807,43.72675763,-8855694.596,5423254.209
58808,GO-202423853,1/4/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,4,4,Thursday  ,7,2024,January,4,4,Thursday  ,7,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,24,Black Creek (24),24,Black Creek (24),-79.52613871,43.76207559,-8852809.266,5428696.355
58809,GO-202428208,1/4/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,4,4,Thursday  ,18,2024,January,4,4,Thursday  ,14,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,31,Yorkdale-Glen Park (31),31,Yorkdale-Glen Park (31),-79.45130622,43.72365706,-8844478.951,5422776.594
58810,GO-202426975,1/4/2024 5:00:00 AM,1/1/2024 5:00:00 AM,2024,January,4,4,Thursday  ,16,2024,January,1,1,Monday    ,14,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,7,Willowridge-Martingrove-Richview (7),7,Willowridge-Martingrove-Richview (7),-79.55792329,43.67621686,-8856347.51,5415471.956
58811,GO-202423563,1/4/2024 5:00:00 AM,1/3/2024 5:00:00 AM,2024,January,4,4,Thursday  ,6,2024,January,3,3,Wednesday ,23,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,56,Leaside-Bennington (56),56,Leaside-Bennington (56),-79.3623107,43.71408886,-8834572.016,5421302.859
58812,GO-202424201,1/4/2024 5:00:00 AM,1/3/2024 5:00:00 AM,2024,January,4,4,Thursday  ,8,2024,January,3,3,Wednesday ,22,D53,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,99,Mount Pleasant East (99),99,Mount Pleasant East (99),-79.37789638,43.70645985,-8836307.005,5420127.973
58813,GO-202422477,1/4/2024 5:00:00 AM,1/3/2024 5:00:00 AM,2024,January,4,4,Thursday  ,0,2024,January,3,3,Wednesday ,21,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,42,Banbury-Don Mills (42),42,Banbury-Don Mills (42),-79.34635024,43.74784591,-8832795.305,5426503.316
58814,GO-202428613,1/4/2024 5:00:00 AM,1/2/2024 5:00:00 AM,2024,January,4,4,Thursday  ,18,2024,January,2,2,Tuesday   ,20,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,109,Caledonia-Fairbank (109),109,Caledonia-Fairbank (109),-79.459573,43.68674609,-8845399.205,5417092.702
58815,GO-202427249,1/4/2024 5:00:00 AM,12/23/2023 5:00:00 AM,2024,January,4,4,Thursday  ,16,2023,December,23,357,Saturday  ,14,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,24,Black Creek (24),24,Black Creek (24),-79.53237961,43.76250999,-8853504,5428763.312
58816,GO-202437465,1/5/2024 5:00:00 AM,1/5/2024 5:00:00 AM,2024,January,5,5,Friday    ,21,2024,January,5,5,Friday    ,8,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,159,Etobicoke City Centre (159),14,Islington-City Centre West (14),-79.53445589,43.63940414,-8853735.131,5409807.669
58817,GO-202435036,1/5/2024 5:00:00 AM,1/5/2024 5:00:00 AM,2024,January,5,5,Friday    ,17,2024,January,5,5,Friday    ,17,D42,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.25218605,43.78943927,-8822312.995,5432915.036
58818,GO-202430576,1/5/2024 5:00:00 AM,1/5/2024 5:00:00 AM,2024,January,5,5,Friday    ,2,2024,January,5,5,Friday    ,2,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,140,Guildwood (140),140,Guildwood (140),-79.20245489,43.7427129,-8816776.948,5425712.359
58819,GO-202433537,1/5/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,5,5,Friday    ,12,2024,January,4,4,Thursday  ,18,D43,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,142,Woburn North (142),137,Woburn (137),-79.23383458,43.76208821,-8820270.119,5428698.3
58820,GO-202433674,1/5/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,5,5,Friday    ,13,2024,January,4,4,Thursday  ,11,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,135,Morningside (135),135,Morningside (135),-79.1954207,43.78482529,-8815993.905,5432203.56
58821,GO-202434683,1/5/2024 5:00:00 AM,1/5/2024 5:00:00 AM,2024,January,5,5,Friday    ,15,2024,January,5,5,Friday    ,13,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,72,Regent Park (72),72,Regent Park (72),-79.36225456,43.6582538,-8834565.766,5412707.588
58822,GO-202437983,1/5/2024 5:00:00 AM,1/5/2024 5:00:00 AM,2024,January,5,5,Friday    ,23,2024,January,5,5,Friday    ,23,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),-79.39831324,43.7067408,-8838579.8,5420171.239
58823,GO-202434238,1/5/2024 5:00:00 AM,1/5/2024 5:00:00 AM,2024,January,5,5,Friday    ,14,2024,January,5,5,Friday    ,14,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,1,West Humber-Clairville (1),1,West Humber-Clairville (1),-79.59929377,43.75230006,-8860952.85,5427189.722
58824,GO-202433967,1/5/2024 5:00:00 AM,1/3/2024 5:00:00 AM,2024,January,5,5,Friday    ,14,2024,January,3,3,Wednesday ,12,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,5,Elms-Old Rexdale (5),5,Elms-Old Rexdale (5),-79.55401372,43.71290322,-8855912.298,5421120.257
58825,GO-202434238,1/5/2024 5:00:00 AM,1/5/2024 5:00:00 AM,2024,January,5,5,Friday    ,14,2024,January,5,5,Friday    ,14,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,1,West Humber-Clairville (1),1,West Humber-Clairville (1),-79.59929377,43.75230006,-8860952.85,5427189.722
58826,GO-202437508,1/5/2024 5:00:00 AM,1/5/2024 5:00:00 AM,2024,January,5,5,Friday    ,21,2024,January,5,5,Friday    ,21,D41,"Apartment (Rooming House, Condo)",Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,124,Kennedy Park (124),124,Kennedy Park (124),-79.26594431,43.72744659,-8823844.558,5423360.339
58827,GO-202432274,1/5/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,5,5,Friday    ,9,2024,January,4,4,Thursday  ,19,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,56,Leaside-Bennington (56),56,Leaside-Bennington (56),-79.3655936,43.70156858,-8834937.466,5419374.786
58828,GO-202431664,1/5/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,5,5,Friday    ,8,2024,January,4,4,Thursday  ,23,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,149,Parkwoods-O'Connor Hills (149),45,Parkwoods-Donalda (45),-79.32628246,43.75032062,-8830561.37,5426884.674
58829,GO-202431668,1/5/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,5,5,Friday    ,8,2024,January,4,4,Thursday  ,17,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,40,St.Andrew-Windfields (40),40,St.Andrew-Windfields (40),-79.35995853,43.75295,-8834310.173,5427289.885
58830,GO-202431399,1/5/2024 5:00:00 AM,1/5/2024 5:00:00 AM,2024,January,5,5,Friday    ,7,2024,January,5,5,Friday    ,4,D42,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,145,Malvern West (145),132,Malvern (132),-79.23082328,43.79675179,-8819934.902,5434042.74
58831,GO-202432033,1/5/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,5,5,Friday    ,9,2024,January,4,4,Thursday  ,21,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,99,Mount Pleasant East (99),99,Mount Pleasant East (99),-79.38220107,43.70469304,-8836786.202,5419855.903
58832,GO-202432928,1/5/2024 5:00:00 AM,1/5/2024 5:00:00 AM,2024,January,5,5,Friday    ,11,2024,January,5,5,Friday    ,0,D33,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,52,Bayview Village (52),52,Bayview Village (52),-79.37816292,43.7756014,-8836336.676,5430781.398
58833,GO-202434009,1/5/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,5,5,Friday    ,13,2024,January,4,4,Thursday  ,21,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,43,Victoria Village (43),43,Victoria Village (43),-79.31042577,43.73978413,-8828796.211,5425261.089
58834,GO-202433525,1/5/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,5,5,Friday    ,12,2024,January,4,4,Thursday  ,22,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,59,Danforth East York (59),59,Danforth East York (59),-79.31782704,43.69127532,-8829620.117,5417789.966
58835,GO-202429913,1/5/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,5,5,Friday    ,4,2024,January,4,4,Thursday  ,22,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,164,Wellington Place (164),77,Waterfront Communities-The Island (77),-79.39977083,43.64372318,-8838742.058,5410472.051
58836,GO-202432288,1/5/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,5,5,Friday    ,9,2024,January,4,4,Thursday  ,23,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,11,Eringate-Centennial-West Deane (11),11,Eringate-Centennial-West Deane (11),-79.5728402,43.66114175,-8858008.053,5413151.964
58837,GO-202431889,1/5/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,5,5,Friday    ,9,2024,January,4,4,Thursday  ,21,D23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,1,West Humber-Clairville (1),1,West Humber-Clairville (1),-79.5886567,43.71230939,-8859768.737,5421028.803
58838,GO-202431537,1/5/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,5,5,Friday    ,7,2024,January,4,4,Thursday  ,21,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,1,West Humber-Clairville (1),1,West Humber-Clairville (1),-79.60247079,43.72313685,-8861306.514,5422696.464
58839,GO-202431690,1/5/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,5,5,Friday    ,8,2024,January,4,4,Thursday  ,22,D22,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,13,Etobicoke West Mall (13),13,Etobicoke West Mall (13),-79.57331518,43.64841612,-8858060.927,5411194
58840,GO-202431942,1/5/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,5,5,Friday    ,8,2024,January,4,4,Thursday  ,20,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),-79.2533939,43.70866741,-8822447.453,5420467.928
58841,GO-202431272,1/5/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,5,5,Friday    ,7,2024,January,4,4,Thursday  ,21,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,159,Etobicoke City Centre (159),14,Islington-City Centre West (14),-79.51601273,43.61935103,-8851682.047,5406723.605
58842,GO-202431269,1/5/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,5,5,Friday    ,6,2024,January,4,4,Thursday  ,23,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,16,Stonegate-Queensway (16),16,Stonegate-Queensway (16),-79.48949381,43.63968601,-8848729.974,5409851.027
58843,GO-202430137,1/5/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,5,5,Friday    ,0,2024,January,4,4,Thursday  ,18,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,110,Keelesdale-Eglinton West (110),110,Keelesdale-Eglinton West (110),-79.46617009,43.69127368,-8846133.59,5417789.715
58844,GO-202431399,1/5/2024 5:00:00 AM,1/5/2024 5:00:00 AM,2024,January,5,5,Friday    ,7,2024,January,5,5,Friday    ,4,D42,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,145,Malvern West (145),132,Malvern (132),-79.23082328,43.79675179,-8819934.902,5434042.74
58845,GO-202430566,1/5/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,5,5,Friday    ,2,2024,January,4,4,Thursday  ,22,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),-79.254817,43.70624912,-8822605.871,5420095.523
58846,GO-202435995,1/5/2024 5:00:00 AM,1/5/2024 5:00:00 AM,2024,January,5,5,Friday    ,18,2024,January,5,5,Friday    ,13,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,89,Runnymede-Bloor West Village (89),89,Runnymede-Bloor West Village (89),-79.48579712,43.66526216,-8848318.46,5413786.018
